Compound_ID,SMILES,Activity_Label,Source
CHEMBL2372335,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)Oc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,1,ChEMBL_PKM2
CHEMBL2372340,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)OC2CCC(c3ccccc3)(c3ccccc3)CC2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,1,ChEMBL_PKM2
CHEMBL2373302,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CNS(=O)(=O)C(F)(F)F)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373341,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CO)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373344,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(COCc5ccccc5)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373345,CC(C)(C)OC(=O)/C=C/c1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373346,CC(C)C(=O)NCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373347,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(-c5cccc([N+](=O)[O-])c5)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373348,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(-c5cccc(N)c5)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373349,Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373350,CSCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373367,CC(C)(C)OC(=O)CCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373397,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CS(C)(=O)=O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373400,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CCC(=O)O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373401,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(Cc5ccccc5)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373402,CCCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373403,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc4cccc([N+](=O)[O-])c4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373404,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC(=O)O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,0,ChEMBL_PKM2
CHEMBL2373405,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc4ccccc4[N+](=O)[O-])O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373408,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4CCc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2373440,CC(C)(C)CC(=O)NCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373475,C[S+]([O-])Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,1,ChEMBL_PKM2
CHEMBL2373555,COC(=O)Cc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,0,ChEMBL_PKM2
CHEMBL2373559,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CNC=O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL2375178,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,1,ChEMBL_PKM2
CHEMBL237705,O=C(N[C@H]1COC[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,0,ChEMBL_PKM2
CHEMBL2381898,CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,0,ChEMBL_PKM2
CHEMBL2409218,COc1cc([C@@H]2Nc3ccc(C(=N)N)cc3[C@H]3c4ccccc4C[C@H]32)ccc1O,1,ChEMBL_PKM2
CHEMBL2409219,COc1cc([C@@H]2Nc3ccc(C(=N)N)cc3[C@H]3c4ccccc4C[C@H]32)c(-c2ccccc2C(=O)O)cc1O,1,ChEMBL_PKM2
CHEMBL2409220,COc1cc([C@@H]2Nc3ccc(C(=N)N)cc3[C@H]3c4ccccc4C[C@H]32)c(-c2cccc(C(=O)O)c2)cc1O,1,ChEMBL_PKM2
CHEMBL2409314,COc1cc([C@@H]2Nc3ccc(C(=N)N)cc3[C@H]3c4ccccc4C[C@H]32)c(-c2ccc(C(=O)O)cc2)cc1O,1,ChEMBL_PKM2
CHEMBL2409315,C[C@]1(c2ccccc2)C[C@H](c2ccc(O)cc2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL2409316,COc1cc([C@H]2C[C@H](c3ccccc3)c3cc(C(=N)N)ccc3N2)ccc1O,1,ChEMBL_PKM2
CHEMBL2417892,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2cccc(C(N)=O)c2)n1,1,ChEMBL_PKM2
CHEMBL2417893,CCOc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417894,CCCOc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417895,CC(C)Oc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417896,C=CCOc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417897,C=C(C)COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417898,CC(C)COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417899,CCCCOc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417900,CC(C)(C)CNC(=O)c1ccc(-c2ccc(OC3CCC3)nc2C(=O)Nc2ccc3c(N)nccc3c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL2417901,CN(C)c1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417902,CNc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417903,CCNc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417904,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)n1,1,ChEMBL_PKM2
CHEMBL2417905,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)n1,1,ChEMBL_PKM2
CHEMBL2417906,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417907,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL2417908,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,1,ChEMBL_PKM2
CHEMBL2417909,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,1,ChEMBL_PKM2
CHEMBL2417910,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2cccc(C(N)=O)c2)n1,1,ChEMBL_PKM2
CHEMBL2417911,C=Cc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,1,ChEMBL_PKM2
CHEMBL243107,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccc(C3=NCCN3)cc2)c1,0,ChEMBL_PKM2
CHEMBL243108,N=C(NN)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)cc1,1,ChEMBL_PKM2
CHEMBL243109,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccc3c(N)noc3c2)c1,0,ChEMBL_PKM2
CHEMBL2431588,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,1,ChEMBL_PKM2
CHEMBL243317,N=C(N)c1ccc(C(=O)NCCn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)cc1,0,ChEMBL_PKM2
CHEMBL243318,NCc1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)cc1,1,ChEMBL_PKM2
CHEMBL243319,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccc3c(N)nsc3c2)c1,0,ChEMBL_PKM2
CHEMBL243537,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccc3c(N)n[nH]c(=O)c3c2)c1,0,ChEMBL_PKM2
CHEMBL243538,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccc3c(N)nccc3c2)c1,0,ChEMBL_PKM2
CHEMBL243539,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCCc2cnc[nH]2)c1,0,ChEMBL_PKM2
CHEMBL243759,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCCc2cnc(N)[nH]2)c1,0,ChEMBL_PKM2
CHEMBL2441037,COc1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1OC,0,ChEMBL_PKM2
CHEMBL2441054,O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2ccncc2)CC1,0,ChEMBL_PKM2
CHEMBL2441055,O=C(Nc1cccc(OCc2ccccc2F)c1)C1CCN(c2ccncc2)CC1,0,ChEMBL_PKM2
CHEMBL2441057,O=C(Nc1cccc(OCc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,0,ChEMBL_PKM2
CHEMBL2441058,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccncc2)CC1,0,ChEMBL_PKM2
CHEMBL253991,CC(C)Nc1ncc(-c2cc(N)cc(N)c2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,1,ChEMBL_PKM2
CHEMBL257867,N=C(N)NCCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL262061,CS(=O)(=O)c1cccc(-c2cc(CC(=O)O)cc(-c3cc4[nH]c(N)ccc-4n3)c2O)c1,1,ChEMBL_PKM2
CHEMBL264258,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL264389,CC(=O)NN(Cc1ccccc1)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(=O)NCCc1ccccc1,1,ChEMBL_PKM2
CHEMBL265315,NC(N)=NCCC[C@@H](CCl)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1,1,ChEMBL_PKM2
CHEMBL266349,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,1,ChEMBL_PKM2
CHEMBL269354,CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)c2ccc(-c3ccccc3[N+](=O)[O-])o2)CSSC[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,1,ChEMBL_PKM2
CHEMBL275859,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL27852,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCC2CC[C@@](N)(Cc3ccccc3)CN21)C(=O)c1nc2ccccc2s1,1,ChEMBL_PKM2
CHEMBL282830,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)c1nc2ccccc2s1,1,ChEMBL_PKM2
CHEMBL284094,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)c(Cl)c1)c1ccc2c(c1)OCCO2,1,ChEMBL_PKM2
CHEMBL284436,N=C(N)NCCC[C@@H](CCl)NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12,1,ChEMBL_PKM2
CHEMBL285689,C[C@H](NC(=O)CNC(=O)Nc1ccc(C(=N)N)c(Cl)c1)c1cccc(Br)c1,1,ChEMBL_PKM2
CHEMBL287473,N=C(N)c1ccc(NC(=O)NCC(=O)NCc2cccc(Br)c2)cc1,1,ChEMBL_PKM2
CHEMBL290334,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2c(c1)NC(=O)CO2,1,ChEMBL_PKM2
CHEMBL308948,N=C(N)NCCC[C@H](NC(=O)Cn1c(Cc2ccccc2)c(Cl)nc(NCCc2ccccc2)c1=O)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL309394,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cccc(C(F)(F)F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL3114553,CC(C)(C)[C@@H](O)C(=O)N1CCS(=O)(=O)C[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114555,CC(C)(C)[C@@H](O)C(=O)N1CCSC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114556,CC(C)(C)[C@@H](O)C(=O)N1CCOC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114557,CN1CCN(C(=O)[C@H](O)C(C)(C)C)[C@H](C(=O)NCc2cc(Cl)ccc2CN)C1.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114558,CC(C)(C)[C@@H](O)C(=O)N1CCNC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114559,CC(C)(C)[C@@H](O)C(=O)N1CCCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL3114560,CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,0,ChEMBL_PKM2
CHEMBL311553,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1F)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,1,ChEMBL_PKM2
CHEMBL3115894,N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,0,ChEMBL_PKM2
CHEMBL3124966,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(NS(C)(=O)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127370,CC1(c2ccccc2)CC(c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127463,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc(C2CC(C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,1,ChEMBL_PKM2
CHEMBL3127464,CC(C)CNC(=O)c1ccc(-c2ccccc2[C@@H]2C[C@H](c3ccccc3)c3cc(C(=N)N)ccc3N2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127465,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1ccccc1-c1ccccc1C(=O)O)N2,1,ChEMBL_PKM2
CHEMBL3127466,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1ccccc1-c1ccc(C(=O)O)cc1C(=O)O)N2,1,ChEMBL_PKM2
CHEMBL3127468,CC(C)CNC(=O)c1ccc(-c2cccc([C@@H]3C[C@H](c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127469,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cccc(-c3ccc(C(=O)O)cc3C(=O)O)c1)N2,1,ChEMBL_PKM2
CHEMBL3127470,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(C(=O)O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127473,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127474,CNC(=O)Nc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127475,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(C#N)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127476,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(N)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127477,COC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127478,C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccccc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127479,CC(=O)Nc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127480,CNC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127481,CC(C)NC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127482,CN(C)Cc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127483,CC(C)(C)NC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,1,ChEMBL_PKM2
CHEMBL3127484,C[C@]1(c2ccccc2)C[C@H](c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,0,ChEMBL_PKM2
CHEMBL3127485,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cc(N)cc(-c3ccccc3C(=O)O)c1)N2,1,ChEMBL_PKM2
CHEMBL3127486,C[C@]1(c2ccccc2)C[C@@H](c2cc(N)cc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127487,CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,1,ChEMBL_PKM2
CHEMBL3127488,CCC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,1,ChEMBL_PKM2
CHEMBL3127489,CCCC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,1,ChEMBL_PKM2
CHEMBL3127490,C[C@]1(c2ccccc2)C[C@@H](c2cc(NC(=O)C3CC3)cc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,1,ChEMBL_PKM2
CHEMBL3127491,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,1,ChEMBL_PKM2
CHEMBL320488,CC(=O)NN(Cc1ccccc1)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,0,ChEMBL_PKM2
CHEMBL321444,CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N,0,ChEMBL_PKM2
CHEMBL322034,CCOC(=O)CN(NC(=O)OC(C)(C)C)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(=O)NCCc1ccccc1,0,ChEMBL_PKM2
CHEMBL32375,C[C@H](NC(=O)Nc1ccc(C(=N)N)cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,0,ChEMBL_PKM2
CHEMBL326462,COC(=O)CN(NC(=O)OC(C)(C)C)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(=O)NCCc1ccccc1,0,ChEMBL_PKM2
CHEMBL32851,C[C@H](NC(=O)C(NC(=O)Nc1ccc(C(=N)N)cc1)c1ccccc1)c1cccc(Br)c1,1,ChEMBL_PKM2
CHEMBL330943,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(NC(=O)c2ccccc2)cc1,1,ChEMBL_PKM2
CHEMBL330964,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Cl)c(Cl)c1,1,ChEMBL_PKM2
CHEMBL332753,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(Br)c1,1,ChEMBL_PKM2
CHEMBL332983,COc1ccc(Oc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,1,ChEMBL_PKM2
